38154,What The Water Gave Me,Florence + The Machine,2011,0,0,2013-04-30,Pop,Alternative,English,,,,,
6253,What The World Needs,Wynonna Judd,2003,0,0,2011-10-08,Country,English,,,,,,
12406,What Time Is It?,High School Musical 2,2007,0,0,2015-04-16,"TV & movie soundtrack,Pop",English,,,,,,
6238,What Was I Thinkin',Dierks Bentley,2003,0,0,2011-12-10,Country,English,,,,,,
48201,What We Ain't Got,Jake Owen,2014,0,0,2014-12-26,Country,English,,,,,,
53870,What Would Brian Boitano Do?,South Park,1999,0,0,2017-09-01,"TV & movie soundtrack,Humour,Musical",English,,,,,,
15370,What Would You Do,City High,2001,0,0,2018-07-13,R&B,Rap,English,,,,,
35414,What Would You Do For Love,Jonathan Butler,1999,0,0,2013-12-04,Pop,English,,,,,,
22759,What Would You Say,Trailer Choir,2009,0,0,2012-04-02,Country,English,,,,,,
15011,What You Are,Audioslave,2004,0,0,2013-07-01,Rock,Alternative,English,,,,,
49220,What You Get Is What You See,Lisa McHugh,2014,0,0,2015-06-22,Country,English,,,,,,
24626,What You Give Away,Vince Gill,2007,1,0,2013-12-03,Country,Duet,English,,,,,
18014,What You Need,INXS,1985,0,0,2014-07-15,Pop,Rock,80s,English,,,,
19232,What You Own,Rent,1996,0,0,2013-04-09,Musical,English,,,,,,
35064,What You Want,Mase,1998,0,0,2013-12-03,R&B,Rap,English,,,,,
42861,What You Want,Legally Blonde,2006,0,0,2013-07-24,"Musical,TV & movie soundtrack,Pop",English,,,,,,
37935,What You Want,Evanescence,2011,0,0,2013-06-05,Hard/Metal,Rock,Alternative,English,,,,
6849,What You Won't Do For Love,Bobby Caldwell,1978,0,0,2011-10-20,Soul,Pop,English,,,,,
36169,What You Won't Do For Love,Go West,1992,0,0,2011-07-09,Soul,English,,,,,,
21568,What You're Doing,The Beatles,1964,0,0,2011-05-31,Rock 'n Roll,English,,,,,,
6248,What You're Made Of (Même si),Lucie Silvas,2006,1,0,2011-05-30,"Pop,French pop,Duet",English,French,,,,,
31867,What You're Proposing,Status Quo,1980,0,0,2014-11-27,Rock,Pop,English,,,,,
46783,What'cha Gonna Do,Eternal,1999,0,0,2014-05-13,R&B,Soul,English,,,,,
54416,What'd I Miss,Hamilton,2015,0,0,2018-01-25,Musical,Rap,Pop,English,,,,
13979,What'd I Say,Ray Charles,1963,0,0,2011-05-31,Soul,Gospel,English,,,,,
10850,What'd I Say,Elvis Presley,1964,0,0,2017-02-27,"Rock 'n Roll,TV & movie soundtrack",English,,,,,,
18657,What'll I Do,Linda Ronstadt,1983,0,0,2015-04-08,Jazz,Love,English,,,,,
49118,What'll Keep Me Out Of Heaven,Brandy Clark,2013,0,0,2015-05-31,"Country,Soft rock",English,,,,,,
39517,What's A Girl To Do,Bat For Lashes,2007,0,0,2012-03-15,Alternative,English,,,,,,
16340,What's A Guy Gotta Do,Joe Nichols,2005,0,0,2018-01-08,Country,English,,,,,,
16921,What's A Woman?,Vaya Con Dios,1990,0,0,2011-05-31,Soul,Love,English,,,,,
30148,What's Easy For Two Is So Hard For One,Mary Wells,1964,0,0,2011-05-31,Oldies,Soul,English,,,,,
30332,What's Forever For,Michael Martin Murphey,1982,0,0,2011-11-25,Soft rock,English,,,,,,
10202,What's Going On,Marvin Gaye,1971,0,0,2007-07-31,Soul,English,,,,,,
44945,What's Going On,Donny Hathaway,1972,0,0,2013-10-08,Soul,Jazz,English,,,,,
50926,What's Going On,Seal,2011,0,0,2016-04-05,Pop,Soul,English,,,,,
25223,What's Going On,Taste,1970,0,0,2012-06-13,Rock,English,,,,,,
8050,What's Going On?,All Star Tribute,2001,0,0,2013-11-12,R&B,English,,,,,,
35166,What's It Gonna Be,Busta Rhymes,1999,0,0,2013-12-07,R&B,Rap,English,,,,,
11590,What's Left Of Me,Nick Lachey,2006,0,0,2011-05-31,Pop,Rock,English,,,,,
36851,What's Left Of The Flag,Flogging Molly,2002,0,0,2011-07-16,Celtic,Punk/Grunge,English,,,,,
13766,What's Love Got To Do With It,Tina Turner,1984,0,0,2011-05-31,Pop,Love,English,,,,,
34425,What's Love Got To Do With It,Warren G,1996,0,0,2012-01-18,Rap,Pop,English,,,,,
8698,What's My Age Again?,Blink-182,1999,0,1,2015-09-24,Punk/Grunge,Pop,Rock,English,,,,
34911,What's My Name,Rihanna,2010,0,0,2011-05-30,R&B,English,,,,,,
39390,What's My Scene?,Hoodoo Gurus,1987,0,0,2013-01-23,Rock,Alternative,English,,,,,
6727,What's New Pussycat?,Tom Jones,1967,0,0,2013-02-21,Pop,Oldies,English,,,,,
34869,What's On Tonight,Montell Jordan,1997,0,0,2014-05-30,R&B,Rap,English,,,,,
34320,What's This?,The Nightmare Before Christmas,1993,0,0,2011-05-31,"TV & movie soundtrack,Christmas,Musical",English,,,,,,
41853,"What's Up, Duloc?",Shrek,2008,0,0,2013-03-01,Musical,English,,,,,,
24815,What's Your Name,Lynyrd Skynyrd,1977,0,0,2011-05-31,Rock,English,,,,,,
27563,Whataya Want From Me,Adam Lambert,2009,0,0,2011-05-30,Pop,Rock,English,,,,,
35176,Whataya Want From Me (Acoustic),Adam Lambert,2010,0,0,2011-05-30,Folk,Pop,English,,,,,
6331,Whatcha Gonna Do?,Pablo Cruise,1977,0,0,2018-05-14,Funk,Rock,English,,,,,
41464,Whatcha Reckon,Josh Turner,2012,0,0,2012-09-18,Country,English,,,,,,
24695,Whatcha Say,Jason Derulo,2009,0,0,2011-05-30,R&B,English,,,,,,
6843,Whatcha See Is Whatcha Get,The Dramatics,1971,0,0,2018-05-04,Soul,Funk,English,,,,,
53282,Whatchugot,Caro Emerald,2017,0,0,2017-07-10,Pop,English,,,,,,
44800,Whatever,Cro,2013,0,0,2014-05-05,Pop,Rap,German,,,,,
18275,Whatever Gets You Thru The Night,John Lennon,1974,0,0,2012-05-17,Rock,English,,,,,,
23732,Whatever Happened to Saturday Night?,The Rocky Horror Show,1970,0,0,2011-05-30,"Musical,TV & movie soundtrack,Rock 'n Roll",English,,,,,,
22657,Whatever It Is,Zac Brown Band,2009,0,0,2011-05-30,"Soft rock,Country",English,,,,,,
53170,Whatever It Takes,Imagine Dragons,2017,0,0,2017-06-06,Pop,English,,,,,,
26941,Whatever It Takes,Michael Bublé,2009,1,0,2011-05-30,"Soft rock,Jazz,Duet",English,,,,,,
19916,Whatever It Takes,Lifehouse,2007,0,0,2011-05-30,Pop,Rock,English,,,,,
19221,Whatever Lola Wants (Lola Gets),Sarah Vaughan,1954,0,0,2011-11-29,Jazz,Oldies,English,,,,,
25639,"Whatever Lola Wants, Lola Gets",Damn Yankees (musical),1955,0,0,2011-05-30,Musical,English,,,,,,
28182,Whatever She Wants,Jars Of Clay,2003,0,0,2012-09-17,Rock,English,,,,,,
36220,Whatever U Want,Tony! Toni! Toné!,1992,0,0,2011-10-19,Soul,R&B,English,,,,,
44789,Whatever We Imagine,James Ingram,1982,0,0,2016-07-22,Love,Soul,Pop,English,,,,
18393,Whatever You Do! Don't!,Shania Twain,1998,0,0,2016-06-17,Country,Pop,Rock,English,,,,
20754,Whatever You Like,T.I.,2008,0,0,2018-06-15,Rap,English,,,,,,
31440,Whatever You Need,Tina Turner,2000,0,0,2011-05-30,Rock,Soul,English,,,,,
13767,Whatever You Want,Status Quo,1979,0,0,2012-02-01,Rock,English,,,,,,
54567,Whatever You Want,Pink,2017,0,0,2017-12-06,Pop,English,,,,,,
30714,Whatever You Want,Tina Turner,1996,0,0,2011-05-31,Pop,Rock,English,,,,,
11387,Whatta Man,En Vogue,1993,1,0,2012-02-07,Rap,R&B,Duet,English,,,,
13764,Who Am I? (What's My Name),Snoop Dogg,1993,0,0,2017-06-16,Rap,English,,,,,,
44557,Who Is He (And What Is He To You),Bill Withers,1972,0,0,2013-08-02,Soul,English,,,,,,
33771,You Can't Always Get What You Want,The Rolling Stones,1969,0,0,2011-11-22,Rock,English,,,,,,
39933,You Can't Get What You Want (Till You Know What You Want),Joe Jackson,1984,0,0,2013-05-13,Pop,Jazz,Soul,English,,,,
29849,You Don't Know What It's Like,Econoline Crush,2001,0,0,2014-01-18,Alternative,Rock,Punk/Grunge,English,,,,
43104,You Don't Know What Love Is,George Benson,1989,0,0,2013-05-21,Soul,Jazz,English,,,,,
12855,You Don't Know What Love Is (You Just Do as You're Told),The White Stripes,2007,0,0,2013-03-15,Rock,Punk/Grunge,Alternative,English,,,,
9340,You Get What You Give,The New Radicals,1996,0,0,2011-05-31,Rock,English,,,,,,
30970,You Got What It Takes,Showaddywaddy,1977,0,0,2018-01-03,Rock 'n Roll,English,,,,,,
46351,You Know What They Do To Guys Like Us In Prison,My Chemical Romance,2004,0,0,2014-02-25,Alternative,Rock,Punk/Grunge,English,,,,
30837,You Know What's Up,Donell Jones,1999,0,0,2011-12-04,R&B,English,,,,,,
,Ain't What It Used To Be,"Mullins, Megan",,,,,,,,,,,,
,,"Whatmore, Sarah",,,,,,,,,,,,
,,Kevin Whately,,,,,,,,,,,,
,Call It What You Want,Calling All HeartsFoster The People,,,,,,,,,,,,
,Come Back To What You,Embrace,,,,,,,,,,,,
,Come What May,"Duets/Kidman, Nicole &",,,,,,,,,,,,
,Do What You Gotta Do,"Brooks, Garth",,,,,,,,,,,,
,Do What You Have To Do,"McLachlan, Sarah",,,,,,,,,,,,
,Do You Feel What I Feel,JLS,,,,,,,,,,,,
,Do You Hear What I Hear,Christmas,,,,,,,,,,,,
,Do You Know (What It,Robyn,,,,,,,,,,,,
,Salt 'N PepaDo You Know What I,"Michaels, Lee",,,,,,,,,,,,
,Know What Time It Is,,,,,,,,,,,,,
,Doin' What Comes,"Shore, Dinah",,,,,,,,,,,,
,Doin' What She Likes,"Shelton, Blake",,,,,,,,,,,,
,Don't Know What You,Cinderella,,,,,,,,,,,,
,Don't Tell Me What To Do,"Tillis, Pam",,,,,,,,,,,,
,Don't You Know What,"Winwood, Steve",,,,,,,,,,,,
,Finish What We Started,Diamond Rio,,,,,,,,,,,,
,Finish What Ya Started,Van Halen,,,,,,,,,,,,
,For What It's Worth,Buffalo Springfield,,,,,,,,,,,,
,Hey Whatever,Westlife,,,,,,,,,,,,
,,I Always Get What I WantPussycat Dolls,,,,,,,,,,,,
,I Am What I Am,Musical/La Cage Aux,,,,,,,,,,,,
,I Did What I Did For,"Christie, Tony",,,,,,,,,,,,
,I Know What Boys Like,"I Like The Way You MoveWaitresses, The",,,,,,,,,,,,
,I Know What You Did,"Mendes, Shawn & Camila",,,,,,,,,,,,
,I Know What You Want,"Rhymes, Busta & M.",,,,,,,,,,,,
,What I'm Looking For,,,,,,,,,,,,,
,I Want You With MeI Want To Know What,"Carey, Mariah",,,,,,,,,,,,
,If She Knew What She,"Bangles, The",,,,,,,,,,,,
